id,gender,bdate,educ,jobcat,salary,salbegin,jobtime,prevexp,minority
44.0,Male,1963-06-15,8,Clerical,29250.0,14250.0,95.0,50.0,No
45.0,Male,1938-08-02,12,Custodial,30750.0,13500.0,95.0,307.0,No
46.0,Female,1940-11-18,15,Clerical,22350.0,12750.0,95.0,165.0,No
47.0,Female,1938-04-28,12,Clerical,30000.0,16500.0,95.0,228.0,No
48.0,Male,1947-06-07,12,Custodial,30750.0,14100.0,94.0,240.0,No
49.0,Male,1958-09-16,15,Clerical,34800.0,16500.0,94.0,93.0,No
50.0,Male,1960-02-09,16,Manager,60000.0,23730.0,94.0,59.0,No
51.0,Male,1962-07-08,12,Clerical,35550.0,15000.0,94.0,48.0,No
52.0,Male,1963-11-12,15,Clerical,45150.0,15000.0,94.0,40.0,No
53.0,Male,1954-04-21,18,Manager,73750.0,26250.0,94.0,56.0,No
54.0,Male,1931-06-04,12,Clerical,25050.0,13500.0,94.0,444.0,No
55.0,Male,1960-06-25,12,Clerical,27000.0,15000.0,94.0,120.0,No
56.0,Male,1962-04-16,15,Clerical,26850.0,13500.0,94.0,5.0,No
57.0,Male,1963-04-15,15,Clerical,33900.0,15750.0,94.0,78.0,No
58.0,Female,1964-11-14,15,Clerical,26400.0,13500.0,94.0,3.0,No
59.0,Male,1961-05-07,15,Clerical,28050.0,14250.0,94.0,36.0,Yes
60.0,Male,1959-02-16,12,Clerical,30900.0,15000.0,94.0,102.0,Yes
61.0,Male,1964-04-28,8,Clerical,22500.0,9750.0,94.0,36.0,Yes
62.0,Male,1962-07-18,16,Manager,48000.0,21750.0,93.0,22.0,No
63.0,Male,1961-08-20,17,Manager,55000.0,26250.0,93.0,32.0,No
64.0,Male,1963-09-28,16,Manager,53125.0,21000.0,93.0,48.0,No
65.0,Male,1964-03-28,8,Clerical,21900.0,14550.0,93.0,41.0,No
66.0,Male,1962-02-16,19,Manager,78125.0,30000.0,93.0,7.0,No
67.0,Male,1964-05-28,16,Manager,46000.0,21240.0,93.0,35.0,No
68.0,Male,1963-05-05,16,Manager,45250.0,21480.0,93.0,36.0,No
69.0,Male,1960-06-23,16,Manager,56550.0,25000.0,93.0,34.0,No
70.0,Male,1962-02-08,15,Clerical,41100.0,20250.0,93.0,27.0,No
71.0,Male,1948-08-26,17,Manager,82500.0,34980.0,93.0,207.0,No
72.0,Female,1964-01-07,16,Clerical,54000.0,18000.0,93.0,11.0,No
73.0,Female,1968-02-09,12,Clerical,26400.0,10500.0,93.0,missing,No
74.0,Female,1933-04-28,15,Clerical,33900.0,19500.0,93.0,192.0,No
75.0,Female,1965-08-12,15,Clerical,24150.0,11550.0,93.0,missing,No
76.0,Female,1967-09-03,15,Clerical,29250.0,11550.0,93.0,11.0,No
77.0,Female,1968-09-09,12,Clerical,27600.0,11400.0,93.0,6.0,No
78.0,Female,1968-08-20,12,Clerical,22950.0,10500.0,93.0,10.0,No
79.0,Female,1962-01-23,16,Clerical,34800.0,14550.0,93.0,8.0,No
80.0,Female,1961-05-25,16,Clerical,51000.0,18000.0,93.0,22.0,No
81.0,Female,1968-03-12,12,Clerical,24300.0,10950.0,93.0,5.0,No
82.0,Female,1947-08-28,12,Clerical,24750.0,14250.0,93.0,193.0,Yes
83.0,Female,1967-10-12,12,Clerical,22950.0,11250.0,93.0,missing,Yes
84.0,Female,1967-03-12,8,Clerical,25050.0,10950.0,93.0,8.0,Yes
85.0,Male,1962-04-09,15,Clerical,25950.0,17100.0,92.0,42.0,No
86.0,Male,1961-08-25,15,Clerical,31650.0,15750.0,92.0,64.0,No
87.0,Male,1959-10-20,12,Clerical,24150.0,14100.0,92.0,130.0,No
88.0,Male,1962-02-10,19,Manager,72500.0,28740.0,92.0,10.0,No
89.0,Male,1961-06-24,19,Manager,68750.0,27480.0,92.0,8.0,No
90.0,Female,1938-02-27,8,Clerical,16200.0,9750.0,92.0,missing,No
91.0,Female,1967-11-04,12,Clerical,20100.0,11250.0,92.0,24.0,No
92.0,Female,1968-06-25,8,Clerical,24000.0,10950.0,92.0,6.0,No
93.0,Female,1968-03-05,12,Clerical,25950.0,10950.0,92.0,missing,No
94.0,Female,1950-08-04,12,Clerical,24600.0,10050.0,92.0,44.0,No
95.0,Female,1968-08-08,12,Clerical,28500.0,10500.0,92.0,6.0,No
96.0,Male,1933-10-02,8,Custodial,30750.0,15000.0,92.0,432.0,Yes
97.0,Male,1953-01-18,17,Clerical,40200.0,19500.0,92.0,168.0,Yes
98.0,Male,1956-05-17,8,Custodial,30000.0,15000.0,92.0,144.0,Yes
99.0,Female,1968-07-07,12,Clerical,22050.0,10950.0,92.0,5.0,Yes
100.0,Male,1963-10-25,18,Manager,78250.0,27480.0,91.0,47.0,No
101.0,Male,1960-03-14,16,Manager,60625.0,22500.0,91.0,44.0,No
102.0,Male,1963-03-28,14,Clerical,39900.0,15750.0,91.0,59.0,No
103.0,Male,1959-03-17,19,Manager,97000.0,35010.0,91.0,68.0,No
104.0,Male,1962-11-05,15,Clerical,27450.0,15750.0,91.0,48.0,No
105.0,Male,1966-03-07,15,Clerical,31650.0,13500.0,91.0,18.0,No
106.0,Male,1962-08-04,19,Manager,91250.0,29490.0,91.0,23.0,No
107.0,Female,1960-08-16,12,Clerical,25200.0,14400.0,91.0,83.0,No
108.0,Female,1930-07-16,12,Clerical,21000.0,11550.0,91.0,108.0,No
109.0,Male,1963-11-10,12,Clerical,30450.0,15000.0,91.0,49.0,Yes
110.0,Male,1952-10-29,15,Clerical,28350.0,18000.0,91.0,151.0,Yes
111.0,Male,1940-11-27,12,Custodial,30750.0,9000.0,91.0,314.0,Yes
112.0,Male,1948-06-21,12,Custodial,30750.0,15000.0,91.0,240.0,Yes
113.0,Male,1959-10-06,16,Manager,54875.0,27480.0,90.0,68.0,No
114.0,Male,1961-08-25,14,Clerical,37800.0,16500.0,90.0,60.0,No
115.0,Male,1961-05-12,15,Clerical,33450.0,14100.0,90.0,85.0,No
116.0,Male,1962-06-09,15,Clerical,30300.0,16500.0,90.0,16.0,No
117.0,Female,1932-01-14,12,Clerical,31500.0,18750.0,90.0,205.0,No
118.0,Female,1964-03-04,12,Clerical,31650.0,14250.0,90.0,48.0,No
119.0,Female,1963-07-23,12,Clerical,25200.0,14100.0,90.0,55.0,No
120.0,Female,1964-11-12,16,Manager,37800.0,15750.0,90.0,7.0,No
121.0,Female,1936-08-06,15,Clerical,18750.0,10500.0,90.0,54.0,No
122.0,Female,1965-09-26,15,Clerical,32550.0,13500.0,90.0,22.0,No
123.0,Female,1949-04-24,12,Clerical,33300.0,15000.0,90.0,3.0,No
124.0,Female,1963-05-29,16,Clerical,38550.0,16500.0,90.0,missing,No
125.0,Male,1956-08-06,12,Clerical,27450.0,15000.0,90.0,173.0,Yes
126.0,Male,1951-01-21,15,Custodial,24300.0,15000.0,90.0,191.0,Yes
127.0,Male,1950-09-01,12,Custodial,30750.0,15000.0,90.0,209.0,Yes
128.0,Female,1946-07-25,12,Clerical,19650.0,9750.0,90.0,229.0,Yes
129.0,Male,1959-07-18,17,Manager,68750.0,27510.0,89.0,38.0,No
130.0,Male,1958-09-06,20,Manager,59375.0,30000.0,89.0,6.0,No
131.0,Male,1962-02-08,15,Clerical,31500.0,15750.0,89.0,22.0,No
132.0,Male,1953-05-17,12,Clerical,27300.0,17250.0,89.0,175.0,No
133.0,Male,1959-09-12,15,Clerical,27000.0,15750.0,89.0,87.0,No
134.0,Female,1941-11-10,16,Manager,41550.0,24990.0,89.0,285.0,No
135.0,Female,1968-05-22,12,Clerical,26250.0,10950.0,89.0,missing,No
136.0,Male,1939-08-25,12,Clerical,22200.0,15000.0,88.0,324.0,No
137.0,Male,1937-07-12,21,Manager,65000.0,37500.0,88.0,264.0,No
138.0,Male,1947-01-09,12,Clerical,30900.0,15000.0,88.0,252.0,No
139.0,Female,1931-06-18,8,Clerical,20100.0,13200.0,88.0,90.0,No
140.0,Female,1965-04-05,12,Clerical,22350.0,13500.0,88.0,26.0,No
141.0,Female,1966-06-14,15,Clerical,35550.0,13350.0,88.0,32.0,No
142.0,Female,1966-11-13,12,Clerical,28500.0,13950.0,88.0,34.0,No
143.0,Female,1939-08-24,12,Clerical,24450.0,13200.0,88.0,107.0,No
144.0,Female,1931-08-28,8,Clerical,16650.0,9750.0,88.0,412.0,No
145.0,Male,1964-01-15,12,Clerical,26700.0,13500.0,88.0,38.0,Yes
146.0,Male,1951-01-02,18,Clerical,43950.0,23250.0,88.0,182.0,Yes
147.0,Male,1936-09-11,15,Clerical,23700.0,13500.0,88.0,359.0,Yes
148.0,Female,1959-10-05,15,Clerical,26550.0,14250.0,88.0,61.0,Yes
149.0,Male,1962-06-28,12,Clerical,27600.0,15000.0,87.0,75.0,No
150.0,Male,1954-03-05,12,Clerical,25800.0,15000.0,87.0,143.0,No
151.0,Male,1954-08-16,16,Manager,42300.0,26250.0,87.0,126.0,No
152.0,Male,1929-05-03,8,Custodial,30750.0,15000.0,87.0,451.0,No
153.0,Female,1967-05-13,12,Clerical,26700.0,12900.0,87.0,18.0,No
154.0,Female,1940-06-07,12,Clerical,20850.0,12000.0,87.0,163.0,No
155.0,Male,1963-03-06,15,Clerical,35250.0,15000.0,87.0,54.0,Yes
156.0,Male,1963-01-12,15,Clerical,26700.0,15000.0,87.0,56.0,Yes
157.0,Female,1967-07-02,12,Clerical,26550.0,13050.0,87.0,11.0,Yes
158.0,Female,1964-09-20,12,Clerical,27750.0,12000.0,87.0,11.0,Yes
159.0,Female,1951-01-13,16,Clerical,25050.0,12750.0,87.0,123.0,Yes
160.0,Male,1951-08-27,16,Manager,66000.0,47490.0,86.0,150.0,No
161.0,Male,1963-02-11,16,Clerical,52650.0,19500.0,86.0,20.0,No
162.0,Male,1961-05-25,16,Manager,45625.0,23250.0,86.0,60.0,No
163.0,Male,1965-11-10,15,Clerical,30900.0,15000.0,86.0,25.0,No
164.0,Female,1965-08-13,15,Clerical,29400.0,16500.0,86.0,24.0,No
165.0,Female,1966-04-29,15,Clerical,33300.0,13500.0,86.0,24.0,No
166.0,Female,1942-07-12,12,Clerical,21900.0,9750.0,86.0,156.0,No
167.0,Female,1932-08-26,12,Clerical,18150.0,9750.0,86.0,72.0,No
168.0,Female,1962-04-23,16,Manager,46875.0,17250.0,86.0,19.0,No
169.0,Male,1965-05-23,12,Clerical,25500.0,14400.0,86.0,37.0,Yes
170.0,Male,1964-06-13,12,Clerical,26550.0,15000.0,86.0,38.0,Yes
171.0,Male,1930-01-21,12,Clerical,26700.0,13500.0,86.0,367.0,Yes
172.0,Female,1953-06-13,15,Clerical,29850.0,15000.0,86.0,79.0,Yes
173.0,Male,1950-01-15,20,Manager,69250.0,42480.0,85.0,134.0,No
174.0,Male,1935-01-07,8,Custodial,31950.0,15000.0,85.0,438.0,No
175.0,Male,1938-01-08,8,Clerical,26250.0,15600.0,85.0,171.0,No
176.0,Female,1962-10-05,16,Clerical,35700.0,17250.0,85.0,19.0,No
177.0,Female,1962-08-11,12,Clerical,28500.0,16500.0,85.0,69.0,No
178.0,Female,1938-01-17,12,Clerical,17100.0,10200.0,85.0,72.0,No
179.0,Male,1965-01-19,12,Clerical,25200.0,13050.0,85.0,29.0,Yes
180.0,Female,1960-01-23,12,Clerical,24000.0,12750.0,85.0,59.0,Yes
181.0,Female,1939-01-04,12,Clerical,27450.0,10200.0,85.0,101.0,Yes
182.0,Female,1943-03-08,12,Clerical,18450.0,10200.0,85.0,228.0,Yes
183.0,Male,1960-03-01,15,Clerical,39300.0,15750.0,84.0,72.0,No
184.0,Male,1964-11-05,15,Clerical,38850.0,15000.0,84.0,53.0,No
185.0,Male,1930-08-28,8,Custodial,30750.0,15000.0,84.0,380.0,No
186.0,Male,1964-07-06,15,Clerical,37500.0,20400.0,84.0,33.0,No
187.0,Male,1963-07-29,16,Manager,58750.0,21750.0,84.0,13.0,No
188.0,Female,1934-02-04,12,Clerical,34500.0,18750.0,84.0,208.0,No
189.0,Female,1950-03-28,12,Clerical,36000.0,19980.0,84.0,240.0,No
190.0,Female,1932-11-15,8,Clerical,29100.0,16500.0,84.0,35.0,No
191.0,Female,1931-10-23,12,Clerical,16500.0,10200.0,84.0,288.0,No
192.0,Male,1949-10-09,12,Clerical,19650.0,12750.0,84.0,180.0,Yes
193.0,Female,1966-07-22,12,Clerical,24750.0,12000.0,84.0,41.0,Yes
194.0,Female,1938-04-10,15,Clerical,27150.0,15750.0,84.0,231.0,Yes
195.0,Female,1955-11-06,12,Clerical,26400.0,12750.0,84.0,36.0,Yes
196.0,Female,1946-03-03,16,Clerical,23100.0,12000.0,84.0,214.0,Yes
197.0,Male,1962-10-01,15,Manager,54900.0,25500.0,83.0,49.0,No
198.0,Male,1952-03-17,19,Manager,70875.0,43500.0,83.0,156.0,No
199.0,Male,1958-02-02,16,Manager,51250.0,27480.0,83.0,69.0,No
200.0,Male,1963-02-13,17,Manager,67500.0,34980.0,83.0,9.0,No
201.0,Male,1955-05-08,12,Clerical,29340.0,19500.0,83.0,150.0,No
202.0,Male,1963-03-17,15,Clerical,39600.0,16500.0,83.0,47.0,No
203.0,Male,1964-03-17,12,Clerical,29100.0,15000.0,83.0,50.0,No
204.0,Male,1960-10-21,15,Clerical,33150.0,16500.0,83.0,69.0,No
205.0,Male,1944-06-22,16,Manager,66750.0,52500.0,83.0,258.0,No
206.0,Male,1943-05-22,12,Custodial,33750.0,15000.0,83.0,284.0,No
207.0,Male,1959-02-15,15,Clerical,27300.0,17250.0,83.0,91.0,No
208.0,Female,1968-11-28,12,Clerical,24000.0,11250.0,83.0,16.0,No
209.0,Female,1934-01-14,8,Clerical,19800.0,10200.0,83.0,75.0,No
210.0,Male,1949-05-04,15,Clerical,30600.0,16500.0,83.0,216.0,Yes
211.0,Male,1950-11-08,15,Clerical,28950.0,15000.0,83.0,108.0,Yes
212.0,Male,1965-05-14,15,Clerical,38400.0,16500.0,83.0,64.0,Yes
213.0,Male,1945-10-20,8,Custodial,30750.0,15000.0,83.0,302.0,Yes
214.0,Female,1968-09-13,12,Clerical,20400.0,10950.0,83.0,9.0,Yes
215.0,Female,1968-09-15,12,Clerical,19200.0,11100.0,83.0,7.0,Yes
216.0,Male,1964-05-16,15,Clerical,30150.0,15750.0,82.0,72.0,No
217.0,Male,1949-03-15,16,Clerical,34620.0,27750.0,82.0,149.0,No
218.0,Male,1964-03-21,15,Clerical,80000.0,15750.0,82.0,34.0,No
219.0,Male,1963-02-02,12,Clerical,25350.0,15000.0,82.0,32.0,No
220.0,Male,1963-08-17,12,Clerical,29850.0,15750.0,82.0,85.0,No
221.0,Female,1947-05-22,12,Clerical,24000.0,13800.0,82.0,97.0,No
222.0,Female,1935-09-15,15,Clerical,27750.0,19500.0,82.0,265.0,No
223.0,Female,1942-03-14,8,Clerical,22350.0,10200.0,82.0,48.0,No
224.0,Female,1934-11-20,12,Clerical,16200.0,10200.0,82.0,missing,No
225.0,Female,1967-10-13,15,Clerical,21900.0,12750.0,82.0,missing,No
226.0,Female,1964-06-21,16,Clerical,23250.0,15750.0,82.0,4.0,No
227.0,Female,1965-07-17,12,Clerical,33900.0,12000.0,82.0,11.0,No
228.0,Female,1963-09-21,15,Clerical,25650.0,14250.0,82.0,51.0,No
229.0,Female,1940-08-21,12,Clerical,17250.0,10200.0,82.0,358.0,No
230.0,Male,1934-02-04,15,Clerical,22500.0,15000.0,82.0,371.0,Yes
231.0,Male,1965-01-09,16,Manager,40200.0,21000.0,81.0,3.0,No
232.0,Male,1963-09-13,19,Manager,55500.0,33750.0,81.0,62.0,No
233.0,Male,1963-07-21,15,Clerical,26550.0,15000.0,81.0,52.0,No
234.0,Male,1960-11-12,15,Clerical,50550.0,19500.0,81.0,44.0,No
235.0,Male,1962-09-11,19,Manager,75000.0,31500.0,81.0,13.0,No
236.0,Female,1969-05-02,8,Clerical,27450.0,12000.0,81.0,9.0,No
237.0,Female,1969-06-04,12,Clerical,22650.0,11250.0,81.0,missing,No
238.0,Female,1969-06-15,12,Clerical,27300.0,11250.0,81.0,5.0,No
239.0,Female,1969-09-14,12,Clerical,27750.0,11225.0,81.0,5.0,No
240.0,Female,1961-06-15,16,Manager,54375.0,18750.0,81.0,81.0,No
241.0,Female,1936-08-27,8,Clerical,17400.0,10200.0,81.0,390.0,No
242.0,Female,1967-11-03,12,Clerical,40800.0,18000.0,81.0,4.0,No
243.0,Female,1969-02-10,12,Clerical,23100.0,10950.0,81.0,missing,No
244.0,Female,1969-09-15,8,Clerical,22500.0,10950.0,81.0,5.0,No
245.0,Female,1969-03-16,12,Clerical,26700.0,11550.0,81.0,18.0,No
246.0,Female,1968-01-14,12,Clerical,24900.0,11250.0,81.0,missing,No
247.0,Female,1968-05-13,12,Clerical,19650.0,10950.0,81.0,11.0,No
248.0,Female,1969-04-09,12,Clerical,22050.0,10950.0,81.0,9.0,No
249.0,Female,1969-05-09,12,Clerical,25500.0,12000.0,81.0,11.0,No
250.0,Female,1966-10-10,15,Clerical,28200.0,12750.0,81.0,19.0,No
251.0,Female,1969-01-19,12,Clerical,23100.0,11250.0,81.0,13.0,No
252.0,Male,1969-09-18,12,Clerical,25500.0,11400.0,81.0,9.0,Yes
253.0,Female,1942-02-21,8,Clerical,17100.0,10200.0,81.0,missing,Yes
254.0,Male,1964-02-08,18,Manager,68125.0,32490.0,80.0,29.0,No
255.0,Male,1932-08-15,12,Custodial,30600.0,15750.0,80.0,460.0,No
256.0,Male,1948-01-03,19,Manager,52125.0,27480.0,80.0,221.0,No
257.0,Male,1951-09-24,19,Manager,61875.0,36750.0,80.0,199.0,No
258.0,Male,1969-03-09,8,Clerical,21300.0,11550.0,80.0,24.0,No
259.0,Female,1969-03-15,12,Clerical,19650.0,11250.0,80.0,5.0,No
260.0,Female,1969-02-20,12,Clerical,22350.0,11250.0,80.0,5.0,No
261.0,Female,1969-03-27,12,Clerical,23400.0,11250.0,80.0,18.0,No
262.0,Female,1968-06-20,12,Clerical,24300.0,10950.0,80.0,8.0,No
263.0,Female,1968-10-13,12,Clerical,28500.0,11250.0,80.0,4.0,No
264.0,Female,1969-01-16,12,Clerical,19950.0,11250.0,80.0,8.0,No
265.0,Female,1969-09-24,12,Clerical,23400.0,11250.0,80.0,missing,No
266.0,Female,1963-10-07,16,Clerical,34500.0,17250.0,80.0,3.0,No
267.0,Female,1969-08-24,12,Clerical,18150.0,10950.0,80.0,missing,No
268.0,Male,1936-05-16,12,Clerical,22350.0,15000.0,80.0,272.0,Yes
269.0,Male,1966-03-17,15,Clerical,40200.0,17250.0,79.0,38.0,No
270.0,Male,1947-10-29,15,Clerical,28650.0,18000.0,79.0,261.0,No
271.0,Male,1963-08-24,15,Clerical,27750.0,16500.0,79.0,55.0,No
272.0,Male,1964-06-17,18,Clerical,66875.0,31980.0,79.0,30.0,No
273.0,Male,1939-11-12,12,Custodial,30000.0,15750.0,79.0,308.0,No
274.0,Male,1964-08-04,16,Manager,83750.0,21750.0,79.0,12.0,No
275.0,Male,1963-01-14,12,Clerical,33900.0,16500.0,79.0,94.0,No
276.0,Male,1965-05-11,16,Manager,56500.0,21000.0,79.0,12.0,No
277.0,Female,1965-05-20,16,Manager,43000.0,17490.0,79.0,20.0,No
278.0,Female,1943-06-12,8,Clerical,20850.0,12000.0,79.0,70.0,No
279.0,Female,1969-04-16,12,Clerical,24450.0,12000.0,79.0,8.0,No
280.0,Female,1969-10-20,12,Clerical,24750.0,10950.0,79.0,5.0,No
281.0,Male,1945-02-18,8,Custodial,34500.0,15750.0,79.0,246.0,Yes
282.0,Male,1963-09-15,14,Clerical,27900.0,15000.0,79.0,47.0,Yes
283.0,Male,1963-02-25,19,Manager,68125.0,32010.0,78.0,35.0,No
284.0,Male,1961-10-10,19,Manager,73500.0,33000.0,78.0,45.0,No
285.0,Male,1930-05-28,8,Custodial,30750.0,15750.0,78.0,429.0,No
286.0,Male,1958-03-07,15,Manager,40050.0,25500.0,78.0,133.0,No
287.0,Male,1965-01-18,16,Clerical,40350.0,19500.0,78.0,20.0,No
288.0,Male,1955-01-22,15,Manager,38700.0,23730.0,78.0,176.0,No
289.0,Male,1964-10-27,17,Manager,65000.0,30750.0,78.0,26.0,No
290.0,Male,1954-04-05,18,Manager,51450.0,36240.0,78.0,149.0,No
291.0,Male,1934-09-23,12,Custodial,35250.0,15750.0,78.0,387.0,No
292.0,Male,1963-05-07,14,Clerical,25950.0,15000.0,78.0,53.0,No
293.0,Male,1965-09-19,15,Clerical,25050.0,14250.0,78.0,24.0,No
294.0,Male,1968-10-10,12,Clerical,26700.0,12750.0,78.0,25.0,No
295.0,Male,1932-08-20,8,Clerical,24000.0,15750.0,78.0,476.0,No
296.0,Male,1964-02-12,12,Clerical,26850.0,15000.0,78.0,48.0,No
297.0,Female,1942-04-16,12,Clerical,23400.0,15300.0,78.0,209.0,No
298.0,Female,1966-08-24,12,Clerical,24600.0,13500.0,78.0,47.0,No
299.0,Female,1965-05-11,15,Clerical,32550.0,18000.0,78.0,6.0,No
300.0,Male,1960-05-26,16,Clerical,26550.0,15000.0,78.0,105.0,Yes
301.0,Male,1968-08-04,12,Clerical,31500.0,13500.0,78.0,7.0,Yes
302.0,Male,1939-09-28,8,Clerical,22350.0,15000.0,78.0,320.0,Yes
303.0,Male,1938-02-10,12,Custodial,35250.0,15750.0,78.0,281.0,Yes
304.0,Female,1945-09-28,15,Clerical,25800.0,13500.0,78.0,51.0,Yes
305.0,Male,1941-10-25,12,Custodial,30750.0,15750.0,77.0,317.0,No
306.0,Male,1966-04-05,15,Clerical,30750.0,16500.0,77.0,41.0,No
307.0,Male,1945-07-24,16,Manager,50000.0,32490.0,77.0,264.0,No
308.0,Male,1963-02-01,15,Clerical,34500.0,18000.0,77.0,63.0,No
309.0,Male,1964-07-19,15,Clerical,26250.0,15750.0,77.0,38.0,No
310.0,Male,1964-03-23,16,Clerical,44875.0,21240.0,77.0,22.0,No
311.0,Female,1951-02-15,12,Clerical,22500.0,12000.0,77.0,63.0,No
312.0,Female,1963-03-12,12,Clerical,25650.0,14250.0,77.0,64.0,No
313.0,Female,1969-10-25,12,Clerical,21300.0,11250.0,77.0,missing,No
314.0,Female,1966-11-24,12,Clerical,29850.0,13500.0,77.0,38.0,No
315.0,Female,1969-09-19,12,Clerical,34500.0,12150.0,77.0,4.0,No
316.0,Male,1960-01-14,15,Clerical,27750.0,15000.0,77.0,52.0,Yes
317.0,Male,1969-02-27,12,Clerical,27750.0,11550.0,77.0,12.0,Yes
318.0,Male,1961-02-19,16,Manager,48750.0,21990.0,76.0,61.0,No
319.0,Male,1966-03-02,15,Clerical,43410.0,15750.0,76.0,12.0,No
320.0,Male,1936-11-10,12,Clerical,22050.0,15000.0,76.0,385.0,No
321.0,Female,1953-10-26,12,Clerical,22050.0,12000.0,76.0,6.0,No
322.0,Female,1938-03-02,12,Clerical,22500.0,14250.0,76.0,90.0,No
323.0,Female,1967-05-13,15,Clerical,25500.0,12000.0,76.0,7.0,No
324.0,Female,1966-10-14,12,Clerical,29160.0,15000.0,76.0,22.0,No
325.0,Female,1934-11-04,8,Clerical,16800.0,10200.0,76.0,76.0,No
326.0,Male,1958-07-24,8,Custodial,29550.0,15750.0,76.0,144.0,Yes
327.0,Male,1965-03-02,12,Clerical,26700.0,15750.0,76.0,18.0,Yes
328.0,Male,1952-10-25,18,Manager,55000.0,32490.0,75.0,125.0,No
329.0,Male,1958-08-24,18,Manager,62500.0,34980.0,75.0,74.0,No
330.0,Male,1959-05-09,15,Clerical,27300.0,17250.0,75.0,132.0,No
331.0,Female,1942-02-04,12,Clerical,24450.0,12000.0,75.0,144.0,No
332.0,Female,1964-05-10,16,Clerical,33000.0,18000.0,75.0,26.0,No
333.0,Female,1965-01-26,15,Clerical,37050.0,18000.0,75.0,5.0,No
334.0,Female,1966-05-09,12,Clerical,24450.0,10950.0,75.0,32.0,Yes
335.0,Male,1930-02-26,8,Custodial,31950.0,15750.0,74.0,408.0,No
336.0,Male,1964-01-10,16,Manager,47250.0,21240.0,74.0,45.0,No
337.0,Female,1970-01-27,12,Clerical,26100.0,11550.0,74.0,2.0,No
