id,gender,bdate,educ,jobcat,salary,salbegin,jobtime,prevexp,minority
62.0,Male,11984025600.0,16,Manager,48000.0,21750.0,93.0,22.0,No
63.0,Male,11955340800.0,17,Manager,55000.0,26250.0,93.0,32.0,No
64.0,Male,12021782400.0,16,Manager,53125.0,21000.0,93.0,48.0,No
65.0,Male,12037507200.0,8,Clerical,21900.0,14550.0,93.0,41.0,No
66.0,Male,11970892800.0,19,Manager,78125.0,30000.0,93.0,7.0,No
67.0,Male,12042777600.0,16,Manager,46000.0,21240.0,93.0,35.0,No
68.0,Male,12009168000.0,16,Manager,45250.0,21480.0,93.0,36.0,No
69.0,Male,11918793600.0,16,Manager,56550.0,25000.0,93.0,34.0,No
70.0,Male,11970201600.0,15,Clerical,41100.0,20250.0,93.0,27.0,No
71.0,Male,11545632000.0,17,Manager,82500.0,34980.0,93.0,207.0,No
72.0,Female,12030508800.0,16,Clerical,54000.0,18000.0,93.0,11.0,No
73.0,Female,12159590400.0,12,Clerical,26400.0,10500.0,93.0,missing,No
74.0,Female,11061878400.0,15,Clerical,33900.0,19500.0,93.0,192.0,No
75.0,Female,12080880000.0,15,Clerical,24150.0,11550.0,93.0,missing,No
76.0,Female,12145852800.0,15,Clerical,29250.0,11550.0,93.0,11.0,No
77.0,Female,12177993600.0,12,Clerical,27600.0,11400.0,93.0,6.0,No
78.0,Female,12176265600.0,12,Clerical,22950.0,10500.0,93.0,10.0,No
79.0,Female,11968819200.0,16,Clerical,34800.0,14550.0,93.0,8.0,No
80.0,Female,11947824000.0,16,Clerical,51000.0,18000.0,93.0,22.0,No
81.0,Female,12162355200.0,12,Clerical,24300.0,10950.0,93.0,5.0,No
82.0,Female,11514182400.0,12,Clerical,24750.0,14250.0,93.0,193.0,Yes
83.0,Female,12149222400.0,12,Clerical,22950.0,11250.0,93.0,missing,Yes
84.0,Female,12130732800.0,8,Clerical,25050.0,10950.0,93.0,8.0,Yes
85.0,Male,11975385600.0,15,Clerical,25950.0,17100.0,92.0,42.0,No
86.0,Male,11955772800.0,15,Clerical,31650.0,15750.0,92.0,64.0,No
87.0,Male,11897452800.0,12,Clerical,24150.0,14100.0,92.0,130.0,No
88.0,Male,11970374400.0,19,Manager,72500.0,28740.0,92.0,10.0,No
89.0,Male,11950416000.0,19,Manager,68750.0,27480.0,92.0,8.0,No
90.0,Female,11214460800.0,8,Clerical,16200.0,9750.0,92.0,missing,No
91.0,Female,12151209600.0,12,Clerical,20100.0,11250.0,92.0,24.0,No
92.0,Female,12171427200.0,8,Clerical,24000.0,10950.0,92.0,6.0,No
93.0,Female,12161750400.0,12,Clerical,25950.0,10950.0,92.0,missing,No
94.0,Female,11606803200.0,12,Clerical,24600.0,10050.0,92.0,44.0,No
95.0,Female,12175228800.0,12,Clerical,28500.0,10500.0,92.0,6.0,No
96.0,Male,11075443200.0,8,Custodial,30750.0,15000.0,92.0,432.0,Yes
97.0,Male,11684390400.0,17,Clerical,40200.0,19500.0,92.0,168.0,Yes
98.0,Male,11789366400.0,8,Custodial,30000.0,15000.0,92.0,144.0,Yes
99.0,Female,12172464000.0,12,Clerical,22050.0,10950.0,92.0,5.0,Yes
100.0,Male,12024115200.0,18,Manager,78250.0,27480.0,91.0,47.0,No
101.0,Male,11910067200.0,16,Manager,60625.0,22500.0,91.0,44.0,No
102.0,Male,12005884800.0,14,Clerical,39900.0,15750.0,91.0,59.0,No
103.0,Male,11878704000.0,19,Manager,97000.0,35010.0,91.0,68.0,No
104.0,Male,11993529600.0,15,Clerical,27450.0,15750.0,91.0,48.0,No
105.0,Male,12098764800.0,15,Clerical,31650.0,13500.0,91.0,18.0,No
106.0,Male,11985494400.0,19,Manager,91250.0,29490.0,91.0,23.0,No
107.0,Female,11923459200.0,12,Clerical,25200.0,14400.0,91.0,83.0,No
108.0,Female,10974009600.0,12,Clerical,21000.0,11550.0,91.0,108.0,No
109.0,Male,12025497600.0,12,Clerical,30450.0,15000.0,91.0,49.0,Yes
110.0,Male,11677392000.0,15,Clerical,28350.0,18000.0,91.0,151.0,Yes
111.0,Male,11301206400.0,12,Custodial,30750.0,9000.0,91.0,314.0,Yes
112.0,Male,11539929600.0,12,Custodial,30750.0,15000.0,91.0,240.0,Yes
113.0,Male,11896243200.0,16,Manager,54875.0,27480.0,90.0,68.0,No
114.0,Male,11955772800.0,14,Clerical,37800.0,16500.0,90.0,60.0,No
115.0,Male,11946700800.0,15,Clerical,33450.0,14100.0,90.0,85.0,No
116.0,Male,11980656000.0,15,Clerical,30300.0,16500.0,90.0,16.0,No
117.0,Female,11021270400.0,12,Clerical,31500.0,18750.0,90.0,205.0,No
118.0,Female,12035433600.0,12,Clerical,31650.0,14250.0,90.0,48.0,No
119.0,Female,12015993600.0,12,Clerical,25200.0,14100.0,90.0,55.0,No
120.0,Female,12057292800.0,16,Manager,37800.0,15750.0,90.0,7.0,No
121.0,Female,11165212800.0,15,Clerical,18750.0,10500.0,90.0,54.0,No
122.0,Female,12084768000.0,15,Clerical,32550.0,13500.0,90.0,22.0,No
123.0,Female,11566454400.0,12,Clerical,33300.0,15000.0,90.0,3.0,No
124.0,Female,12011241600.0,16,Clerical,38550.0,16500.0,90.0,missing,No
125.0,Male,11796364800.0,12,Clerical,27450.0,15000.0,90.0,173.0,Yes
126.0,Male,11621491200.0,15,Custodial,24300.0,15000.0,90.0,191.0,Yes
127.0,Male,11609222400.0,12,Custodial,30750.0,15000.0,90.0,209.0,Yes
128.0,Female,11479708800.0,12,Clerical,19650.0,9750.0,90.0,229.0,Yes
129.0,Male,11889331200.0,17,Manager,68750.0,27510.0,89.0,38.0,No
130.0,Male,11862115200.0,20,Manager,59375.0,30000.0,89.0,6.0,No
131.0,Male,11970201600.0,15,Clerical,31500.0,15750.0,89.0,22.0,No
132.0,Male,11694672000.0,12,Clerical,27300.0,17250.0,89.0,175.0,No
133.0,Male,11894169600.0,15,Clerical,27000.0,15750.0,89.0,87.0,No
134.0,Female,11331273600.0,16,Manager,41550.0,24990.0,89.0,285.0,No
135.0,Female,12168489600.0,12,Clerical,26250.0,10950.0,89.0,missing,No
136.0,Male,11261462400.0,12,Clerical,22200.0,15000.0,88.0,324.0,No
137.0,Male,11194588800.0,21,Manager,65000.0,37500.0,88.0,264.0,No
138.0,Male,11494224000.0,12,Clerical,30900.0,15000.0,88.0,252.0,No
139.0,Female,11003126400.0,8,Clerical,20100.0,13200.0,88.0,90.0,No
140.0,Female,12069734400.0,12,Clerical,22350.0,13500.0,88.0,26.0,No
141.0,Female,12107318400.0,15,Clerical,35550.0,13350.0,88.0,32.0,No
142.0,Female,12120451200.0,12,Clerical,28500.0,13950.0,88.0,34.0,No
143.0,Female,11261376000.0,12,Clerical,24450.0,13200.0,88.0,107.0,No
144.0,Female,11009260800.0,8,Clerical,16650.0,9750.0,88.0,412.0,No
145.0,Male,12031200000.0,12,Clerical,26700.0,13500.0,88.0,38.0,Yes
146.0,Male,11619849600.0,18,Clerical,43950.0,23250.0,88.0,182.0,Yes
147.0,Male,11168323200.0,15,Clerical,23700.0,13500.0,88.0,359.0,Yes
148.0,Female,11896156800.0,15,Clerical,26550.0,14250.0,88.0,61.0,Yes
149.0,Male,11982297600.0,12,Clerical,27600.0,15000.0,87.0,75.0,No
150.0,Male,11719900800.0,12,Clerical,25800.0,15000.0,87.0,143.0,No
151.0,Male,11734070400.0,16,Manager,42300.0,26250.0,87.0,126.0,No
152.0,Male,10936080000.0,8,Custodial,30750.0,15000.0,87.0,451.0,No
153.0,Female,12136089600.0,12,Clerical,26700.0,12900.0,87.0,18.0,No
154.0,Female,11286259200.0,12,Clerical,20850.0,12000.0,87.0,163.0,No
155.0,Male,12003984000.0,15,Clerical,35250.0,15000.0,87.0,54.0,Yes
156.0,Male,11999404800.0,15,Clerical,26700.0,15000.0,87.0,56.0,Yes
157.0,Female,12140409600.0,12,Clerical,26550.0,13050.0,87.0,11.0,Yes
158.0,Female,12052713600.0,12,Clerical,27750.0,12000.0,87.0,11.0,Yes
159.0,Female,11620800000.0,16,Clerical,25050.0,12750.0,87.0,123.0,Yes
160.0,Male,11640326400.0,16,Manager,66000.0,47490.0,86.0,150.0,No
161.0,Male,12001996800.0,16,Clerical,52650.0,19500.0,86.0,20.0,No
162.0,Male,11947824000.0,16,Manager,45625.0,23250.0,86.0,60.0,No
163.0,Male,12088656000.0,15,Clerical,30900.0,15000.0,86.0,25.0,No
164.0,Female,12080966400.0,15,Clerical,29400.0,16500.0,86.0,24.0,No
165.0,Female,12103344000.0,15,Clerical,33300.0,13500.0,86.0,24.0,No
166.0,Female,11352355200.0,12,Clerical,21900.0,9750.0,86.0,156.0,No
167.0,Female,11040710400.0,12,Clerical,18150.0,9750.0,86.0,72.0,No
168.0,Female,11976595200.0,16,Manager,46875.0,17250.0,86.0,19.0,No
169.0,Male,12073881600.0,12,Clerical,25500.0,14400.0,86.0,37.0,Yes
170.0,Male,12044160000.0,12,Clerical,26550.0,15000.0,86.0,38.0,Yes
171.0,Male,10958803200.0,12,Clerical,26700.0,13500.0,86.0,367.0,Yes
172.0,Female,11697004800.0,15,Clerical,29850.0,15000.0,86.0,79.0,Yes
173.0,Male,11589436800.0,20,Manager,69250.0,42480.0,85.0,134.0,No
174.0,Male,11115360000.0,8,Custodial,31950.0,15000.0,85.0,438.0,No
175.0,Male,11210140800.0,8,Clerical,26250.0,15600.0,85.0,171.0,No
176.0,Female,11990851200.0,16,Clerical,35700.0,17250.0,85.0,19.0,No
177.0,Female,11986099200.0,12,Clerical,28500.0,16500.0,85.0,69.0,No
178.0,Female,11210918400.0,12,Clerical,17100.0,10200.0,85.0,72.0,No
179.0,Male,12063168000.0,12,Clerical,25200.0,13050.0,85.0,29.0,Yes
180.0,Female,11905660800.0,12,Clerical,24000.0,12750.0,85.0,59.0,Yes
181.0,Female,11241331200.0,12,Clerical,27450.0,10200.0,85.0,101.0,Yes
182.0,Female,11373004800.0,12,Clerical,18450.0,10200.0,85.0,228.0,Yes
183.0,Male,11908944000.0,15,Clerical,39300.0,15750.0,84.0,72.0,No
184.0,Male,12056688000.0,15,Clerical,38850.0,15000.0,84.0,53.0,No
185.0,Male,10977724800.0,8,Custodial,30750.0,15000.0,84.0,380.0,No
186.0,Male,12046147200.0,15,Clerical,37500.0,20400.0,84.0,33.0,No
187.0,Male,12016512000.0,16,Manager,58750.0,21750.0,84.0,13.0,No
188.0,Female,11086243200.0,12,Clerical,34500.0,18750.0,84.0,208.0,No
189.0,Female,11595657600.0,12,Clerical,36000.0,19980.0,84.0,240.0,No
190.0,Female,11047708800.0,8,Clerical,29100.0,16500.0,84.0,35.0,No
191.0,Female,11014099200.0,12,Clerical,16500.0,10200.0,84.0,288.0,No
192.0,Male,11580969600.0,12,Clerical,19650.0,12750.0,84.0,180.0,Yes
193.0,Female,12110601600.0,12,Clerical,24750.0,12000.0,84.0,41.0,Yes
194.0,Female,11218089600.0,15,Clerical,27150.0,15750.0,84.0,231.0,Yes
195.0,Female,11772691200.0,12,Clerical,26400.0,12750.0,84.0,36.0,Yes
196.0,Female,11467267200.0,16,Clerical,23100.0,12000.0,84.0,214.0,Yes
197.0,Male,11990505600.0,15,Manager,54900.0,25500.0,83.0,49.0,No
198.0,Male,11657865600.0,19,Manager,70875.0,43500.0,83.0,156.0,No
199.0,Male,11843452800.0,16,Manager,51250.0,27480.0,83.0,69.0,No
200.0,Male,12002169600.0,17,Manager,67500.0,34980.0,83.0,9.0,No
201.0,Male,11756966400.0,12,Clerical,29340.0,19500.0,83.0,150.0,No
202.0,Male,12004934400.0,15,Clerical,39600.0,16500.0,83.0,47.0,No
203.0,Male,12036556800.0,12,Clerical,29100.0,15000.0,83.0,50.0,No
204.0,Male,11929161600.0,15,Clerical,33150.0,16500.0,83.0,69.0,No
205.0,Male,11413785600.0,16,Manager,66750.0,52500.0,83.0,258.0,No
206.0,Male,11379484800.0,12,Custodial,33750.0,15000.0,83.0,284.0,No
207.0,Male,11876112000.0,15,Clerical,27300.0,17250.0,83.0,91.0,No
208.0,Female,12184905600.0,12,Clerical,24000.0,11250.0,83.0,16.0,No
209.0,Female,11084428800.0,8,Clerical,19800.0,10200.0,83.0,75.0,No
210.0,Male,11567318400.0,15,Clerical,30600.0,16500.0,83.0,216.0,Yes
211.0,Male,11615097600.0,15,Clerical,28950.0,15000.0,83.0,108.0,Yes
212.0,Male,12073104000.0,15,Clerical,38400.0,16500.0,83.0,64.0,Yes
213.0,Male,11455689600.0,8,Custodial,30750.0,15000.0,83.0,302.0,Yes
214.0,Female,12178339200.0,12,Clerical,20400.0,10950.0,83.0,9.0,Yes
215.0,Female,12178512000.0,12,Clerical,19200.0,11100.0,83.0,7.0,Yes
216.0,Male,12041740800.0,15,Clerical,30150.0,15750.0,82.0,72.0,No
217.0,Male,11562998400.0,16,Clerical,34620.0,27750.0,82.0,149.0,No
218.0,Male,12036902400.0,15,Clerical,80000.0,15750.0,82.0,34.0,No
219.0,Male,12001219200.0,12,Clerical,25350.0,15000.0,82.0,32.0,No
220.0,Male,12018153600.0,12,Clerical,29850.0,15750.0,82.0,85.0,No
221.0,Female,11505715200.0,12,Clerical,24000.0,13800.0,82.0,97.0,No
222.0,Female,11137046400.0,15,Clerical,27750.0,19500.0,82.0,265.0,No
223.0,Female,11341987200.0,8,Clerical,22350.0,10200.0,82.0,48.0,No
224.0,Female,11111212800.0,12,Clerical,16200.0,10200.0,82.0,missing,No
225.0,Female,12149308800.0,15,Clerical,21900.0,12750.0,82.0,missing,No
226.0,Female,12044851200.0,16,Clerical,23250.0,15750.0,82.0,4.0,No
227.0,Female,12078633600.0,12,Clerical,33900.0,12000.0,82.0,11.0,No
228.0,Female,12021177600.0,15,Clerical,25650.0,14250.0,82.0,51.0,No
229.0,Female,11292739200.0,12,Clerical,17250.0,10200.0,82.0,358.0,No
230.0,Male,11086243200.0,15,Clerical,22500.0,15000.0,82.0,371.0,Yes
231.0,Male,12062304000.0,16,Manager,40200.0,21000.0,81.0,3.0,No
232.0,Male,12020486400.0,19,Manager,55500.0,33750.0,81.0,62.0,No
233.0,Male,12015820800.0,15,Clerical,26550.0,15000.0,81.0,52.0,No
234.0,Male,11931062400.0,15,Clerical,50550.0,19500.0,81.0,44.0,No
235.0,Male,11988777600.0,19,Manager,75000.0,31500.0,81.0,13.0,No
236.0,Female,12198297600.0,8,Clerical,27450.0,12000.0,81.0,9.0,No
237.0,Female,12201148800.0,12,Clerical,22650.0,11250.0,81.0,missing,No
238.0,Female,12202099200.0,12,Clerical,27300.0,11250.0,81.0,5.0,No
239.0,Female,12209961600.0,12,Clerical,27750.0,11225.0,81.0,5.0,No
240.0,Female,11949638400.0,16,Manager,54375.0,18750.0,81.0,81.0,No
241.0,Female,11167027200.0,8,Clerical,17400.0,10200.0,81.0,390.0,No
242.0,Female,12151123200.0,12,Clerical,40800.0,18000.0,81.0,4.0,No
243.0,Female,12191299200.0,12,Clerical,23100.0,10950.0,81.0,missing,No
244.0,Female,12210048000.0,8,Clerical,22500.0,10950.0,81.0,5.0,No
245.0,Female,12194236800.0,12,Clerical,26700.0,11550.0,81.0,18.0,No
246.0,Female,12157344000.0,12,Clerical,24900.0,11250.0,81.0,missing,No
247.0,Female,12167712000.0,12,Clerical,19650.0,10950.0,81.0,11.0,No
248.0,Female,12196310400.0,12,Clerical,22050.0,10950.0,81.0,9.0,No
249.0,Female,12198902400.0,12,Clerical,25500.0,12000.0,81.0,11.0,No
250.0,Female,12117513600.0,15,Clerical,28200.0,12750.0,81.0,19.0,No
251.0,Female,12189398400.0,12,Clerical,23100.0,11250.0,81.0,13.0,No
252.0,Male,12210307200.0,12,Clerical,25500.0,11400.0,81.0,9.0,Yes
253.0,Female,11340172800.0,8,Clerical,17100.0,10200.0,81.0,missing,Yes
254.0,Male,12033273600.0,18,Manager,68125.0,32490.0,80.0,29.0,No
255.0,Male,11039760000.0,12,Custodial,30600.0,15750.0,80.0,460.0,No
256.0,Male,11525241600.0,19,Manager,52125.0,27480.0,80.0,221.0,No
257.0,Male,11642745600.0,19,Manager,61875.0,36750.0,80.0,199.0,No
258.0,Male,12193632000.0,8,Clerical,21300.0,11550.0,80.0,24.0,No
259.0,Female,12194150400.0,12,Clerical,19650.0,11250.0,80.0,5.0,No
260.0,Female,12192163200.0,12,Clerical,22350.0,11250.0,80.0,5.0,No
261.0,Female,12195187200.0,12,Clerical,23400.0,11250.0,80.0,18.0,No
262.0,Female,12170995200.0,12,Clerical,24300.0,10950.0,80.0,8.0,No
263.0,Female,12180931200.0,12,Clerical,28500.0,11250.0,80.0,4.0,No
264.0,Female,12189139200.0,12,Clerical,19950.0,11250.0,80.0,8.0,No
265.0,Female,12210825600.0,12,Clerical,23400.0,11250.0,80.0,missing,No
266.0,Female,12022560000.0,16,Clerical,34500.0,17250.0,80.0,3.0,No
267.0,Female,12208147200.0,12,Clerical,18150.0,10950.0,80.0,missing,No
268.0,Male,11158128000.0,12,Clerical,22350.0,15000.0,80.0,272.0,Yes
269.0,Male,12099628800.0,15,Clerical,40200.0,17250.0,79.0,38.0,No
270.0,Male,11519539200.0,15,Clerical,28650.0,18000.0,79.0,261.0,No
271.0,Male,12018758400.0,15,Clerical,27750.0,16500.0,79.0,55.0,No
272.0,Male,12044505600.0,18,Clerical,66875.0,31980.0,79.0,30.0,No
273.0,Male,11268288000.0,12,Custodial,30000.0,15750.0,79.0,308.0,No
274.0,Male,12048652800.0,16,Manager,83750.0,21750.0,79.0,12.0,No
275.0,Male,11999577600.0,12,Clerical,33900.0,16500.0,79.0,94.0,No
276.0,Male,12072844800.0,16,Manager,56500.0,21000.0,79.0,12.0,No
277.0,Female,12073622400.0,16,Manager,43000.0,17490.0,79.0,20.0,No
278.0,Female,11381299200.0,8,Clerical,20850.0,12000.0,79.0,70.0,No
279.0,Female,12196915200.0,12,Clerical,24450.0,12000.0,79.0,8.0,No
280.0,Female,12213072000.0,12,Clerical,24750.0,10950.0,79.0,5.0,No
281.0,Male,11434608000.0,8,Custodial,34500.0,15750.0,79.0,246.0,Yes
282.0,Male,12020659200.0,14,Clerical,27900.0,15000.0,79.0,47.0,Yes
283.0,Male,12003206400.0,19,Manager,68125.0,32010.0,78.0,35.0,No
284.0,Male,11959747200.0,19,Manager,73500.0,33000.0,78.0,45.0,No
285.0,Male,10969776000.0,8,Custodial,30750.0,15750.0,78.0,429.0,No
286.0,Male,11846304000.0,15,Manager,40050.0,25500.0,78.0,133.0,No
287.0,Male,12063081600.0,16,Clerical,40350.0,19500.0,78.0,20.0,No
288.0,Male,11747808000.0,15,Manager,38700.0,23730.0,78.0,176.0,No
289.0,Male,12055910400.0,17,Manager,65000.0,30750.0,78.0,26.0,No
290.0,Male,11722579200.0,18,Manager,51450.0,36240.0,78.0,149.0,No
291.0,Male,11106201600.0,12,Custodial,35250.0,15750.0,78.0,387.0,No
292.0,Male,12009340800.0,14,Clerical,25950.0,15000.0,78.0,53.0,No
293.0,Male,12084163200.0,15,Clerical,25050.0,14250.0,78.0,24.0,No
294.0,Male,12180672000.0,12,Clerical,26700.0,12750.0,78.0,25.0,No
295.0,Male,11040192000.0,8,Clerical,24000.0,15750.0,78.0,476.0,No
296.0,Male,12033619200.0,12,Clerical,26850.0,15000.0,78.0,48.0,No
297.0,Female,11344838400.0,12,Clerical,23400.0,15300.0,78.0,209.0,No
298.0,Female,12113452800.0,12,Clerical,24600.0,13500.0,78.0,47.0,No
299.0,Female,12072844800.0,15,Clerical,32550.0,18000.0,78.0,6.0,No
300.0,Male,11916374400.0,16,Clerical,26550.0,15000.0,78.0,105.0,Yes
301.0,Male,12174883200.0,12,Clerical,31500.0,13500.0,78.0,7.0,Yes
302.0,Male,11264400000.0,8,Clerical,22350.0,15000.0,78.0,320.0,Yes
303.0,Male,11212992000.0,12,Custodial,35250.0,15750.0,78.0,281.0,Yes
304.0,Female,11453788800.0,15,Clerical,25800.0,13500.0,78.0,51.0,Yes
305.0,Male,11329891200.0,12,Custodial,30750.0,15750.0,77.0,317.0,No
306.0,Male,12101270400.0,15,Clerical,30750.0,16500.0,77.0,41.0,No
307.0,Male,11448086400.0,16,Manager,50000.0,32490.0,77.0,264.0,No
308.0,Male,12001132800.0,15,Clerical,34500.0,18000.0,77.0,63.0,No
309.0,Male,12047270400.0,15,Clerical,26250.0,15750.0,77.0,38.0,No
310.0,Male,12037075200.0,16,Clerical,44875.0,21240.0,77.0,22.0,No
311.0,Female,11623651200.0,12,Clerical,22500.0,12000.0,77.0,63.0,No
312.0,Female,12004502400.0,12,Clerical,25650.0,14250.0,77.0,64.0,No
313.0,Female,12213504000.0,12,Clerical,21300.0,11250.0,77.0,missing,No
314.0,Female,12121401600.0,12,Clerical,29850.0,13500.0,77.0,38.0,No
315.0,Female,12210393600.0,12,Clerical,34500.0,12150.0,77.0,4.0,No
316.0,Male,11904883200.0,15,Clerical,27750.0,15000.0,77.0,52.0,Yes
317.0,Male,12192768000.0,12,Clerical,27750.0,11550.0,77.0,12.0,Yes
318.0,Male,11939616000.0,16,Manager,48750.0,21990.0,76.0,61.0,No
319.0,Male,12098332800.0,15,Clerical,43410.0,15750.0,76.0,12.0,No
320.0,Male,11173507200.0,12,Clerical,22050.0,15000.0,76.0,385.0,No
321.0,Female,11708668800.0,12,Clerical,22050.0,12000.0,76.0,6.0,No
322.0,Female,11214720000.0,12,Clerical,22500.0,14250.0,76.0,90.0,No
323.0,Female,12136089600.0,15,Clerical,25500.0,12000.0,76.0,7.0,No
324.0,Female,12117859200.0,12,Clerical,29160.0,15000.0,76.0,22.0,No
325.0,Female,11109830400.0,8,Clerical,16800.0,10200.0,76.0,76.0,No
326.0,Male,11858313600.0,8,Custodial,29550.0,15750.0,76.0,144.0,Yes
327.0,Male,12066796800.0,12,Clerical,26700.0,15750.0,76.0,18.0,Yes
328.0,Male,11677046400.0,18,Manager,55000.0,32490.0,75.0,125.0,No
329.0,Male,11860992000.0,18,Manager,62500.0,34980.0,75.0,74.0,No
330.0,Male,11883283200.0,15,Clerical,27300.0,17250.0,75.0,132.0,No
331.0,Female,11338704000.0,12,Clerical,24450.0,12000.0,75.0,144.0,No
332.0,Female,12041222400.0,16,Clerical,33000.0,18000.0,75.0,26.0,No
333.0,Female,12063772800.0,15,Clerical,37050.0,18000.0,75.0,5.0,No
334.0,Female,12104208000.0,12,Clerical,24450.0,10950.0,75.0,32.0,Yes
335.0,Male,10961913600.0,8,Custodial,31950.0,15750.0,74.0,408.0,No
336.0,Male,12030768000.0,16,Manager,47250.0,21240.0,74.0,45.0,No
337.0,Female,12221625600.0,12,Clerical,26100.0,11550.0,74.0,2.0,No
